date,mine,mine_type,target_mt,actual_mt,shortfall_mt,shortfall_pct,equipment_downtime_hours,rainfall_mm,blasting_delay_hours,maintenance_hours,equipment_availability,production_ratio
2023-07-01,Mansar,Opencast,7800,5830,1970,25.26,35.7,234.9,27.8,25.8,0.7699,0.7474
2023-07-01,Ukwa,Underground,10300,9120,1180,11.46,22.9,207.0,3.4,34.8,0.8058,0.8854
2023-08-01,Balaghat,Underground,41000,39010,1990,4.85,8.9,248.8,3.3,10.6,0.8813,0.9515
2023-08-01,Dongri Buzurg,Opencast,29400,19790,9610,32.69,43.4,271.9,10.8,28.9,0.7468,0.6731
2023-08-01,Chikla,Underground,16200,12330,3870,23.89,68.5,265.7,2.0,9.3,0.6959,0.7611
2023-08-01,Tirodi,Opencast,11900,7690,4210,35.38,53.7,282.3,16.6,32.0,0.7143,0.6462
2023-08-01,Gumgaon,Underground,11900,10660,1240,10.42,31.5,266.2,2.6,25.2,0.7898,0.8958
2023-08-01,Kandri,Opencast,9200,6750,2450,26.63,24.9,277.6,40.0,8.0,0.8534,0.7337
2023-08-01,Mansar,Opencast,7800,5890,1910,24.49,28.0,275.3,14.4,31.5,0.8079,0.7551
2023-08-01,Ukwa,Underground,10300,9770,530,5.15,13.0,263.2,0.1,17.0,0.9053,0.9485
2023-09-01,Balaghat,Underground,41000,40160,840,2.05,12.6,159.9,2.2,21.2,0.867,0.9795
2023-09-01,Dongri Buzurg,Opencast,34600,25290,9310,26.91,60.8,141.9,0.3,16.1,0.7203,0.7309
2023-09-01,Chikla,Underground,16200,15610,590,3.64,13.4,146.8,0.6,31.8,0.8459,0.9636
2023-09-01,Tirodi,Opencast,14000,12070,1930,13.79,14.8,166.8,1.8,29.1,0.8225,0.8621
2023-09-01,Gumgaon,Underground,11900,10650,1250,10.5,28.4,140.0,0.0,16.5,0.829,0.895
2023-09-01,Kandri,Opencast,10800,10220,580,5.37,2.0,138.7,6.4,34.0,0.8502,0.9463
2023-09-01,Mansar,Opencast,9200,8330,870,9.46,3.1,166.7,14.4,34.3,0.8714,0.9054
2023-09-01,Ukwa,Underground,10300,10060,240,2.33,4.4,159.5,1.7,10.0,0.9318,0.9767
2023-10-01,Balaghat,Underground,41000,35240,5760,14.05,54.4,43.7,1.6,31.4,0.7155,0.8595
2023-10-01,Dongri Buzurg,Opencast,34600,32190,2410,6.97,17.7,20.5,4.0,19.9,0.8372,0.9303
2023-10-01,Chikla,Underground,16200,15800,400,2.47,13.4,42.6,1.2,16.2,0.8688,0.9753
2023-10-01,Tirodi,Opencast,14000,12260,1740,12.43,32.1,26.7,1.3,33.4,0.7628,0.8757
2023-10-01,Gumgaon,Underground,11900,11870,30,0.25,11.2,37.2,0.3,28.2,0.8694,0.9975
2023-10-01,Kandri,Opencast,10800,10020,780,7.22,14.4,49.6,3.5,18.2,0.8611,0.9278
2023-10-01,Mansar,Opencast,9200,9040,160,1.74,16.0,10.8,0.3,18.2,0.8693,0.9826
2023-10-01,Ukwa,Underground,10300,9670,630,6.12,25.4,31.5,0.8,31.7,0.7789,0.9388
2023-11-01,Balaghat,Underground,41000,40060,940,2.29,14.0,0.8,0.9,8.5,0.9093,0.9771
2023-11-01,Dongri Buzurg,Opencast,34600,31100,3500,10.12,42.5,0.0,5.9,29.9,0.7579,0.8988
2023-11-01,Chikla,Underground,16200,17030,0,0.0,5.9,0.0,0.6,8.3,0.918,1.0512
2023-11-01,Tirodi,Opencast,14000,13330,670,4.79,10.1,34.9,0.7,34.4,0.8455,0.9521
2023-11-01,Gumgaon,Underground,11900,11620,280,2.35,17.6,0.0,2.8,23.9,0.8687,0.9765
2023-11-01,Kandri,Opencast,10800,9520,1280,11.85,32.4,9.6,15.6,29.8,0.8006,0.8815
2023-11-01,Mansar,Opencast,9200,8510,690,7.5,35.9,0.0,4.2,11.4,0.8179,0.925
2023-11-01,Ukwa,Underground,10300,8750,1550,15.05,51.9,9.0,1.3,26.9,0.7116,0.8495
2023-12-01,Balaghat,Underground,41000,38820,2180,5.32,30.3,0.0,1.2,32.6,0.7664,0.9468
2023-12-01,Dongri Buzurg,Opencast,34600,35320,0,0.0,9.0,1.8,0.0,32.4,0.8678,1.0208
2023-12-01,Chikla,Underground,16200,16170,30,0.19,9.2,19.5,3.2,25.8,0.8982,0.9981
2023-12-01,Tirodi,Opencast,14000,11700,2300,16.43,74.2,0.0,3.4,11.8,0.6954,0.8357
2023-12-01,Gumgaon,Underground,11900,11230,670,5.63,33.0,14.8,2.2,11.1,0.8046,0.9437
2023-12-01,Kandri,Opencast,10800,10730,70,0.65,8.9,16.8,11.8,10.5,0.9096,0.9935
2023-12-01,Mansar,Opencast,9200,9140,60,0.65,17.3,18.5,1.0,23.3,0.8425,0.9935
2023-12-01,Ukwa,Underground,10300,10080,220,2.14,31.2,3.4,0.2,12.6,0.8252,0.9786
2024-01-01,Balaghat,Underground,47700,45360,2340,4.91,12.0,4.1,1.7,33.5,0.8106,0.9509
2024-01-01,Dongri Buzurg,Opencast,40100,33990,6110,15.24,56.7,0.0,1.6,16.0,0.73,0.8476
2024-01-01,Chikla,Underground,18800,18800,0,0.0,1.3,15.7,8.2,34.5,0.8818,1.0
2024-01-01,Tirodi,Opencast,16300,15510,790,4.85,24.3,0.0,2.9,31.5,0.7959,0.9515
2024-01-01,Gumgaon,Underground,13800,13680,120,0.87,4.6,6.9,1.7,19.5,0.8738,0.9913
2024-01-01,Kandri,Opencast,12500,12170,330,2.64,8.5,24.8,0.9,22.2,0.8495,0.9736
2024-01-01,Mansar,Opencast,10700,10430,270,2.52,20.4,3.3,0.1,13.0,0.8803,0.9748
2024-01-01,Ukwa,Underground,11900,11180,720,6.05,29.5,0.6,1.4,33.9,0.7597,0.9395
2024-02-01,Balaghat,Underground,47700,45530,2170,4.55,28.7,0.0,0.0,10.2,0.8228,0.9545
2024-02-01,Dongri Buzurg,Opencast,40100,39110,990,2.47,12.8,0.0,17.1,35.3,0.8204,0.9753
2024-02-01,Chikla,Underground,18800,17680,1120,5.96,21.6,10.1,1.9,25.2,0.8365,0.9404
2024-02-01,Tirodi,Opencast,16300,15150,1150,7.06,31.1,6.6,1.0,19.5,0.8153,0.9294
2024-02-01,Gumgaon,Underground,13800,12480,1320,9.57,49.2,51.0,0.5,15.2,0.763,0.9043
2024-02-01,Kandri,Opencast,12500,12590,0,0.0,6.9,0.0,0.9,9.8,0.9374,1.0072
2024-02-01,Mansar,Opencast,10700,10400,300,2.8,13.3,24.2,0.3,32.7,0.8264,0.972
2024-02-01,Ukwa,Underground,11900,11140,760,6.39,18.6,0.5,1.6,26.9,0.8479,0.9361
2024-03-01,Balaghat,Underground,47700,44180,3520,7.38,23.6,0.0,1.7,17.4,0.8593,0.9262
2024-03-01,Dongri Buzurg,Opencast,40100,37160,2940,7.33,26.2,0.0,4.6,33.6,0.7992,0.9267
2024-03-01,Chikla,Underground,18800,18160,640,3.4,21.6,14.9,3.2,15.9,0.8471,0.966
2024-03-01,Tirodi,Opencast,16300,16230,70,0.43,2.8,19.8,0.2,23.1,0.8956,0.9957
2024-03-01,Gumgaon,Underground,13800,13350,450,3.26,13.8,0.0,1.4,20.0,0.8508,0.9674
2024-03-01,Kandri,Opencast,12500,12030,470,3.76,25.3,2.7,1.6,26.3,0.8026,0.9624
2024-03-01,Mansar,Opencast,10700,10190,510,4.77,26.3,0.0,6.0,21.3,0.8065,0.9523
2024-03-01,Ukwa,Underground,11900,11400,500,4.2,16.6,12.4,2.1,19.7,0.8565,0.958
2024-04-01,Balaghat,Underground,42600,41770,830,1.95,16.1,1.1,1.3,29.8,0.8519,0.9805
2024-04-01,Dongri Buzurg,Opencast,35800,35550,250,0.7,22.5,0.0,1.8,8.5,0.8911,0.993
2024-04-01,Chikla,Underground,16800,16660,140,0.83,12.2,14.7,6.6,9.8,0.8998,0.9917
2024-04-01,Tirodi,Opencast,14600,13720,880,6.03,19.0,1.2,6.3,30.5,0.8021,0.9397
2024-04-01,Gumgaon,Underground,12300,11040,1260,10.24,34.3,0.0,2.1,31.4,0.7764,0.8976
2024-04-01,Kandri,Opencast,11200,11460,0,0.0,3.3,0.0,6.9,25.0,0.8963,1.0232
2024-04-01,Mansar,Opencast,9500,9630,0,0.0,9.6,0.0,2.9,12.3,0.8983,1.0137
2024-04-01,Ukwa,Underground,10600,10620,0,0.0,6.1,0.0,0.6,13.7,0.902,1.0019
2024-05-01,Balaghat,Underground,42600,38630,3970,9.32,45.6,21.0,4.4,19.7,0.7561,0.9068
2024-05-01,Dongri Buzurg,Opencast,35800,30640,5160,14.41,36.5,3.1,7.8,19.5,0.7807,0.8559
2024-05-01,Chikla,Underground,16800,16040,760,4.52,12.7,0.0,0.8,11.9,0.8694,0.9548
2024-05-01,Tirodi,Opencast,14600,11850,2750,18.84,66.2,14.2,0.7,12.9,0.7278,0.8116
2024-05-01,Gumgaon,Underground,12300,11220,1080,8.78,29.4,0.1,1.6,10.9,0.8209,0.9122
2024-05-01,Kandri,Opencast,11200,11140,60,0.54,5.2,9.9,2.8,20.8,0.8847,0.9946
2024-05-01,Mansar,Opencast,9500,9560,0,0.0,19.2,0.0,1.2,21.6,0.8546,1.0063
2024-05-01,Ukwa,Underground,10600,10720,0,0.0,18.1,7.8,0.9,13.1,0.8595,1.0113
2024-06-01,Balaghat,Underground,42600,40930,1670,3.92,16.8,96.5,1.6,17.5,0.8626,0.9608
2024-06-01,Dongri Buzurg,Opencast,35800,21420,14380,40.17,116.9,114.5,4.1,34.5,0.62,0.5983
2024-06-01,Chikla,Underground,16800,16750,50,0.3,3.9,106.4,4.5,11.5,0.9068,0.997
2024-06-01,Tirodi,Opencast,14600,14140,460,3.15,2.9,107.0,1.2,8.6,0.9407,0.9685
2024-06-01,Gumgaon,Underground,12300,10430,1870,15.2,46.8,97.9,0.6,32.3,0.7009,0.848
2024-06-01,Kandri,Opencast,11200,9890,1310,11.7,35.3,107.5,5.8,13.5,0.8171,0.883
2024-06-01,Mansar,Opencast,9500,9000,500,5.26,11.6,89.2,0.1,25.4,0.875,0.9474
2024-06-01,Ukwa,Underground,10600,9860,740,6.98,33.5,92.6,3.6,12.3,0.8292,0.9302
2024-07-01,Balaghat,Underground,42600,42540,60,0.14,7.1,211.0,0.8,35.5,0.8625,0.9986
2024-07-01,Dongri Buzurg,Opencast,30500,19730,10770,35.31,51.8,207.7,21.2,12.6,0.7327,0.6469
2024-07-01,Chikla,Underground,16800,15210,1590,9.46,12.9,221.8,6.1,30.2,0.8404,0.9054
2024-07-01,Tirodi,Opencast,12400,10060,2340,18.87,24.7,196.2,16.2,19.1,0.824,0.8113
2024-07-01,Gumgaon,Underground,12300,10570,1730,14.07,48.7,192.7,1.9,8.3,0.7621,0.8593
2024-07-01,Kandri,Opencast,9500,7360,2140,22.53,32.8,201.3,17.4,16.4,0.7806,0.7747
2024-07-01,Mansar,Opencast,8100,6060,2040,25.19,69.1,201.0,14.5,8.2,0.7198,0.7481
2024-07-01,Ukwa,Underground,10600,10360,240,2.26,9.4,182.1,1.2,23.7,0.8592,0.9774
2024-08-01,Balaghat,Underground,42600,40000,2600,6.1,27.2,207.2,0.9,9.4,0.843,0.939
2024-08-01,Dongri Buzurg,Opencast,30500,19540,10960,35.93,56.7,228.7,13.2,22.8,0.7282,0.6407
2024-08-01,Chikla,Underground,16800,16460,340,2.02,1.3,236.5,6.4,20.1,0.8991,0.9798
2024-08-01,Tirodi,Opencast,12400,10300,2100,16.94,30.2,201.7,10.2,9.3,0.833,0.8306
2024-08-01,Gumgaon,Underground,12300,12050,250,2.03,3.0,235.1,1.4,20.0,0.8979,0.9797
2024-08-01,Kandri,Opencast,9500,6150,3350,35.26,66.6,225.1,38.0,18.0,0.6757,0.6474
2024-08-01,Mansar,Opencast,8100,6750,1350,16.67,25.7,216.4,26.4,21.0,0.8384,0.8333
2024-08-01,Ukwa,Underground,10600,9090,1510,14.25,24.3,221.1,6.0,28.1,0.7872,0.8575
2024-09-01,Balaghat,Underground,42600,41410,1190,2.79,6.1,144.5,7.9,26.4,0.8828,0.9721
2024-09-01,Dongri Buzurg,Opencast,35800,32000,3800,10.61,7.8,145.4,2.1,25.1,0.8511,0.8939
2024-09-01,Chikla,Underground,16800,15750,1050,6.25,17.7,147.2,3.6,25.9,0.8165,0.9375
2024-09-01,Tirodi,Opencast,14600,11980,2620,17.95,30.9,143.3,2.1,24.8,0.772,0.8205
2024-09-01,Gumgaon,Underground,12300,11530,770,6.26,17.4,136.4,3.8,29.2,0.8363,0.9374
2024-09-01,Kandri,Opencast,11200,9640,1560,13.93,32.0,155.1,0.6,29.1,0.7723,0.8607
2024-09-01,Mansar,Opencast,9500,9010,490,5.16,10.8,129.8,0.8,22.4,0.8673,0.9484
2024-09-01,Ukwa,Underground,10600,9920,680,6.42,23.9,128.6,1.1,34.8,0.804,0.9358
2024-10-01,Balaghat,Underground,42600,41800,800,1.88,19.6,49.6,2.2,24.8,0.8542,0.9812
2024-10-01,Dongri Buzurg,Opencast,35800,34580,1220,3.41,13.0,36.4,0.8,17.6,0.8809,0.9659
2024-10-01,Chikla,Underground,16800,14910,1890,11.25,26.5,59.0,0.4,31.6,0.7866,0.8875
2024-10-01,Tirodi,Opencast,14600,13100,1500,10.27,29.5,61.4,4.4,32.6,0.7583,0.8973
2024-10-01,Gumgaon,Underground,12300,11110,1190,9.67,28.0,59.0,0.1,25.6,0.7913,0.9033
2024-10-01,Kandri,Opencast,11200,10170,1030,9.2,23.5,79.7,0.7,10.9,0.8592,0.908
2024-10-01,Mansar,Opencast,9500,9120,380,4.0,14.0,33.3,5.7,21.9,0.848,0.96
2024-10-01,Ukwa,Underground,10600,9470,1130,10.66,28.2,42.3,0.1,35.6,0.7533,0.8934
2024-11-01,Balaghat,Underground,42600,42770,0,0.0,18.0,14.0,1.5,34.2,0.8181,1.004
2024-11-01,Dongri Buzurg,Opencast,35800,31530,4270,11.93,50.5,2.9,3.5,20.7,0.7276,0.8807
2024-11-01,Chikla,Underground,16800,15910,890,5.3,37.3,12.7,4.6,17.2,0.8057,0.947
2024-11-01,Tirodi,Opencast,14600,14850,0,0.0,5.8,9.6,0.5,22.9,0.8783,1.0171
2024-11-01,Gumgaon,Underground,12300,11360,940,7.64,23.5,23.4,0.1,32.9,0.8239,0.9236
2024-11-01,Kandri,Opencast,11200,9850,1350,12.05,35.2,31.9,0.5,31.7,0.7692,0.8795
2024-11-01,Mansar,Opencast,9500,9140,360,3.79,11.2,31.0,4.6,28.4,0.8231,0.9621
2024-11-01,Ukwa,Underground,10600,10940,0,0.0,7.7,0.0,1.8,13.9,0.92,1.0321
2024-12-01,Balaghat,Underground,42600,42410,190,0.45,5.1,0.0,4.8,18.5,0.8987,0.9955
2024-12-01,Dongri Buzurg,Opencast,35800,35940,0,0.0,7.6,0.0,0.6,16.2,0.9034,1.0039
2024-12-01,Chikla,Underground,16800,16490,310,1.85,6.7,33.3,0.2,18.3,0.8751,0.9815
2024-12-01,Tirodi,Opencast,14600,12000,2600,17.81,45.3,17.4,1.0,36.0,0.7301,0.8219
2024-12-01,Gumgaon,Underground,12300,11670,630,5.12,17.6,38.2,0.0,27.8,0.8281,0.9488
2024-12-01,Kandri,Opencast,11200,10310,890,7.95,19.4,11.2,2.7,25.4,0.8302,0.9205
2024-12-01,Mansar,Opencast,9500,8780,720,7.58,29.1,50.2,5.0,13.2,0.8163,0.9242
2024-12-01,Ukwa,Underground,10600,9930,670,6.32,18.1,22.2,0.6,34.6,0.8298,0.9368
